stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Hp\Desktop\mrclobbers-backyard\bin\Debug\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10915] removed dtor for sub_bitmap 0000000002795450
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10916] removed dtor for sub_bitmap 00000000027942d0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10918] removed dtor for sub_bitmap 0000000002793850
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10919] removed dtor for sub_bitmap 0000000002793bd0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10921] removed dtor for sub_bitmap 0000000002795b50
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10922] removed dtor for sub_bitmap 0000000002793a10
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10923] removed dtor for sub_bitmap 0000000002795610
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10925] removed dtor for sub_bitmap 0000000002795990
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10926] removed dtor for sub_bitmap 0000000002796b10
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10927] removed dtor for sub_bitmap 0000000002797050
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10929] removed dtor for sub_bitmap 0000000002794490
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10930] removed dtor for sub_bitmap 0000000002796410
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10932] removed dtor for sub_bitmap 0000000002793f50
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10933] removed dtor for sub_bitmap 0000000002795d10
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10934] removed dtor for sub_bitmap 0000000002794b90
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10936] removed dtor for sub_bitmap 0000000002794d50
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10937] removed dtor for sub_bitmap 0000000002796e90
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10938] removed dtor for sub_bitmap 0000000002793310
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10940] removed dtor for sub_bitmap 0000000002793690
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10941] removed dtor for sub_bitmap 0000000002794650
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10942] removed dtor for sub_bitmap 0000000002794f10
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10944] removed dtor for sub_bitmap 00000000027950d0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10945] removed dtor for sub_bitmap 0000000002793d90
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10947] removed dtor for sub_bitmap 0000000002795ed0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10948] removed dtor for sub_bitmap 0000000002796090
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10950] removed dtor for sub_bitmap 00000000027949d0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10951] removed dtor for sub_bitmap 0000000002796250
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10952] removed dtor for sub_bitmap 00000000027965d0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10954] removed dtor for sub_bitmap 0000000002796790
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10955] removed dtor for sub_bitmap 0000000002796950
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10957] removed dtor for sub_bitmap 000000000279c780
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10959] removed dtor for sub_bitmap 000000000279c940
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10960] removed dtor for sub_bitmap 0000000002798dc0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10961] removed dtor for sub_bitmap 000000000279ab80
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10963] removed dtor for sub_bitmap 000000000279bb40
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10964] removed dtor for sub_bitmap 0000000002798a40
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10965] removed dtor for sub_bitmap 000000000279ec40
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10967] removed dtor for sub_bitmap 000000000279af00
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10968] removed dtor for sub_bitmap 000000000279b980
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10970] removed dtor for sub_bitmap 000000000279cb00
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10971] removed dtor for bitmap 0000000002742730
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [   2.10975] destroying display 00000000010c8540 (current 0000000000000000)
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [   2.11378] waiting for display 00000000010c8540's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [   2.12395] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [   2.13833] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.13964] removed dtor for timer 00000000010c7680
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.13967] removed dtor for queue 00000000010c7a90
